Linux 5.15.0-86-generic (node0.gp27-206409.cs523-uiuc-sp24-pg0.wisc.cloudlab.us) 	05/10/2024 	_x86_64_	(40 CPU)

08:00:37 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:00:38 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:39 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:40 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:41 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:42 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:43 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:44 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:45 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:46 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:47 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:48 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:49 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:50 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:51 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:52 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:53 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:54 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:55 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:56 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:57 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:58 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:00:59 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:00 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:01 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:02 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:03 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:04 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:05 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:06 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:07 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:08 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:09 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:10 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:11 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:12 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:13 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:14 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:15 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:16 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:17 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:18 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:19 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:20 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:21 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:22 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:23 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:24 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:25 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:26 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:27 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:28 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:29 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:30 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:31 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:32 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:33 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:34 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:35 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:36 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:37 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:38 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:39 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:40 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:41 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:42 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:43 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:44 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:45 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:46 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:47 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:48 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:49 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:50 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:51 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:52 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:53 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:54 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:55 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:56 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:57 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:58 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:01:59 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
08:02:00 PM     0        96    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
