Linux 5.4.0-164-generic (node0.gp27-206541.cs523-uiuc-sp24-pg0.wisc.cloudlab.us) 	05/10/2024 	_x86_64_	(40 CPU)

04:15:58 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:15:59 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:00 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:01 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:02 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:03 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:04 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:05 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:06 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:07 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:08 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:09 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:10 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:11 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:12 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:13 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:14 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:15 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:16 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:17 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:18 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:19 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:20 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:21 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:22 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:23 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:24 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:25 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:26 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:27 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:28 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:29 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:30 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:31 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:32 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
04:16:33 PM     0        25    0.00    0.00    0.00    0.00    0.00     2  ksoftirqd/2
