Linux 5.15.0-86-generic (node0.gp27-206409.cs523-uiuc-sp24-pg0.wisc.cloudlab.us) 	05/10/2024 	_x86_64_	(40 CPU)

06:17:51 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:17:52 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:17:53 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:17:54 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:17:55 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:17:56 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:17:57 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:17:58 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:17:59 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:00 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:01 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:02 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:03 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:04 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:05 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:06 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:07 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:08 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:09 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:10 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:11 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:12 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:13 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:14 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:15 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:16 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:17 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:18 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:19 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:20 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:21 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:22 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:23 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:24 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:25 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:26 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:27 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:28 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:29 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:30 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:31 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:32 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:33 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:34 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:35 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:36 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:37 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:38 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:39 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:40 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:41 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:42 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:43 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:44 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:45 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:46 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:47 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:48 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:49 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:50 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:51 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:52 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:53 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:54 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:55 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:56 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:57 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:58 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:18:59 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:00 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:01 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:02 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:03 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:04 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:05 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:06 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:07 PM     0       210    0.00    1.00    0.00    0.00    1.00    32  ksoftirqd/32
06:19:08 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:09 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:10 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:11 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:12 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:13 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:14 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:15 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:16 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:17 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:18 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:19 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:20 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:21 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
06:19:22 PM     0       210    0.00    0.00    0.00    0.00    0.00    32  ksoftirqd/32
